OBJECTID,PARK_NO,PARK,the_geom,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
1259,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70074116359702 41.90404833215751),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70074116,41.90404833,2687
1260,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70148960672158 41.90398340770085),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70148961,41.90398341,2688
1261,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70453658718087 41.9053214132883),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70453659,41.90532141,2689
1262,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70523322747334 41.90197023972369),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70523323,41.90197024,2690
1263,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70420636560546 41.90129927098151),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70420637,41.90129927,2691
1264,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70554748775372 41.90076679919306),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70554749,41.9007668,2692
1265,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69840235078716 41.90900961309161),BASEBALL JR/SOFTBALL,OUTDOOR,-87.69840235,41.90900961,2693
1266,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69927219746015 41.90850681293356),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6992722,41.90850681,2694
1267,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70366868774589 41.89872908358919),POOL (OUTDOOR),OUTDOOR,-87.70366869,41.89872908,2695
1268,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69988668490996 41.90973987511876),PLAYGROUND,OUTDOOR,-87.69988668,41.90973988,2696
1269,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69931490084808 41.908079628851496),PLAYGROUND,OUTDOOR,-87.6993149,41.90807963,2697
1270,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70599856797173 41.90360954773527),PLAYGROUND,OUTDOOR,-87.70599857,41.90360955,2698
1271,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70338193882351 41.89884049443211),PLAYGROUND,OUTDOOR,-87.70338194,41.8988405,2699
1272,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69812621126368 41.90592951053419),VOLLEYBALL (SAND),OUTDOOR,-87.69812621,41.90592951,2700
1273,219,HUMBOLDT (ALEXANDER VON),POINT (-87.6995506013907 41.90803699174365),SPRAY FEATURE,OUTDOOR,-87.6995506,41.90803699,2701
1274,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70335160347153 41.89850765366513),WATER PLAYGROUND,OUTDOOR,-87.7033516,41.89850765,2702
1276,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69751976733758 41.90607679875621),TENNIS COURT,OUTDOOR,-87.69751977,41.9060768,2704
1277,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69734326145783 41.9060820984595),TENNIS COURT,OUTDOOR,-87.69734326,41.9060821,2705
1278,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69732141925815 41.905743026437946),TENNIS COURT,OUTDOOR,-87.69732142,41.90574303,2706
1279,219,HUMBOLDT (ALEXANDER VON),POINT (-87.69750620207574 41.90575032690711),TENNIS COURT,OUTDOOR,-87.6975062,41.90575033,2707
1281,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70530203096119 41.90523772563292),ARTIFICIAL TURF FIELD,OUTDOOR,-87.70530203,41.90523773,2709
1283,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70360369913672 41.89850275923948),WATER SLIDE,OUTDOOR,-87.7036037,41.89850276,2711
1284,178,HURLEY (TIMOTHY),POINT (-87.66940867372588 41.71179319497596),PLAYGROUND,OUTDOOR,-87.66940867,41.7117932,2712
1285,83,INDEPENDENCE,POINT (-87.72409951843946 41.953010815552446),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.72409952,41.95301082,2713
1286,83,INDEPENDENCE,POINT (-87.72475961570545 41.95315060760752),FITNESS CENTER,INDOOR,-87.72475962,41.95315061,2714
1287,83,INDEPENDENCE,POINT (-87.72475666496311 41.95273657569045),GYMNASIUM,INDOOR,-87.72475666,41.95273658,2715
1288,83,INDEPENDENCE,POINT (-87.72476132800348 41.952970609924094),POOL (INDOOR),INDOOR,-87.72476133,41.95297061,2716
1289,83,INDEPENDENCE,POINT (-87.72422461037478 41.952079618706705),BASEBALL JR/SOFTBALL,OUTDOOR,-87.72422461,41.95207962,2717
1290,83,INDEPENDENCE,POINT (-87.72430066384612 41.95256993459016),BASEBALL JR/SOFTBALL,OUTDOOR,-87.72430066,41.95256994,2718
1291,83,INDEPENDENCE,POINT (-87.72375694973937 41.953277028427166),BASEBALL JR/SOFTBALL,OUTDOOR,-87.72375695,41.95327703,2719
1292,83,INDEPENDENCE,POINT (-87.72348448000926 41.952405790653415),PLAYGROUND,OUTDOOR,-87.72348448,41.95240579,2720
1293,83,INDEPENDENCE,POINT (-87.72472019664539 41.95347862687527),SPRAY FEATURE,OUTDOOR,-87.7247202,41.95347863,2721
1294,83,INDEPENDENCE,POINT (-87.72361665285564 41.95216284687328),TENNIS COURT,OUTDOOR,-87.72361665,41.95216285,2722
1295,83,INDEPENDENCE,POINT (-87.72312522935881 41.952170715010226),TENNIS COURT,OUTDOOR,-87.72312523,41.95217072,2723
1296,83,INDEPENDENCE,POINT (-87.7232901983423 41.95216897172238),TENNIS COURT,OUTDOOR,-87.7232902,41.95216897,2724
1297,83,INDEPENDENCE,POINT (-87.72345168268524 41.95216459062397),TENNIS COURT,OUTDOOR,-87.72345168,41.95216459,2725
1299,165,INDIAN BOUNDARY,POINT (-87.6931938460837 42.00976936966141),PLAYGROUND,OUTDOOR,-87.69319385,42.00976937,2727
1300,165,INDIAN BOUNDARY,POINT (-87.69331051371307 42.009060613653425),VOLLEYBALL (SAND),OUTDOOR,-87.69331051,42.00906061,2728
1301,165,INDIAN BOUNDARY,POINT (-87.69268916591533 42.00993740537251),SPRAY FEATURE,OUTDOOR,-87.69268917,42.00993741,2729
1302,165,INDIAN BOUNDARY,POINT (-87.694671562751 42.008912200211334),TENNIS COURT,OUTDOOR,-87.69467156,42.0089122,2730
1303,165,INDIAN BOUNDARY,POINT (-87.69466320146093 42.009250142537695),TENNIS COURT,OUTDOOR,-87.6946632,42.00925014,2731
1304,165,INDIAN BOUNDARY,POINT (-87.6946648384104 42.009584426647336),TENNIS COURT,OUTDOOR,-87.69466484,42.00958443,2732
1305,165,INDIAN BOUNDARY,POINT (-87.69466153187757 42.009914969406076),TENNIS COURT,OUTDOOR,-87.69466153,42.00991497,2733
1306,1038,INDIAN ROAD,POINT (-87.77816271774738 41.99300296997082),BASKETBALL COURT,OUTDOOR,-87.77816272,41.99300297,2734
1307,1038,INDIAN ROAD,POINT (-87.77817641115709 41.993391401533366),BASEBALL JR/SOFTBALL,OUTDOOR,-87.77817641,41.9933914,2735
1308,1038,INDIAN ROAD,POINT (-87.77877593019491 41.99282130147543),PLAYGROUND,OUTDOOR,-87.77877593,41.9928213,2736
1309,1038,INDIAN ROAD,POINT (-87.77888154292398 41.99310831054473),SPRAY FEATURE,OUTDOOR,-87.77888154,41.99310831,2737
1310,19,JACKSON (ANDREW),POINT (-87.58569869664726 41.77951686254234),TENNIS COURT,OUTDOOR,-87.5856987,41.77951686,2738
1311,19,JACKSON (ANDREW),POINT (-87.58542942648062 41.774863017229514),BASKETBALL COURT,OUTDOOR,-87.58542943,41.77486302,2739
1312,19,JACKSON (ANDREW),POINT (-87.58554344114233 41.77564955017078),BASKETBALL COURT,OUTDOOR,-87.58554344,41.77564955,2740
1313,19,JACKSON (ANDREW),POINT (-87.57388546491549 41.78211164039568),BEACH,OUTDOOR,-87.57388546,41.78211164,2741
1314,19,JACKSON (ANDREW),POINT (-87.57897521479163 41.79089673512786),BEACH,OUTDOOR,-87.57897521,41.79089674,2742
1316,19,JACKSON (ANDREW),POINT (-87.576341240891 41.77994575038221),BOAT LAUNCH MOTORIZED,OUTDOOR,-87.57634124,41.77994575,2744
1317,19,JACKSON (ANDREW),POINT (-87.57931258512288 41.789181960317755),BOWLING GREEN,SPECIAL,-87.57931259,41.78918196,2745
1318,19,JACKSON (ANDREW),POINT (-87.57893261422157 41.78941887592594),BOWLING GREEN,SPECIAL,-87.57893261,41.78941888,2746
1319,19,JACKSON (ANDREW),POINT (-87.58283704389751 41.77911604360249),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.58283704,41.77911604,2747
1320,19,JACKSON (ANDREW),POINT (-87.57975292662012 41.7816189652247),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.57975293,41.78161897,2748
1321,19,JACKSON (ANDREW),POINT (-87.57837799679088 41.785079214205574),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.578378,41.78507922,2749
1322,19,JACKSON (ANDREW),POINT (-87.58537076660357 41.78165567888305),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.58537077,41.78165568,2750
1323,19,JACKSON (ANDREW),POINT (-87.58558364749233 41.778957016724846),FITNESS CENTER,INDOOR,-87.58558365,41.77895702,2751
1324,19,JACKSON (ANDREW),POINT (-87.58577423728603 41.78698731435022),GARDEN,OUTDOOR,-87.58577424,41.78698732,2752
1325,19,JACKSON (ANDREW),POINT (-87.5828398927665 41.78649774539602),GARDEN,OUTDOOR,-87.58283989,41.78649775,2753
1326,19,JACKSON (ANDREW),POINT (-87.58086027725278 41.779099371031315),GOLF COURSE,OUTDOOR,-87.58086028,41.77909937,2754
1327,19,JACKSON (ANDREW),POINT (-87.5777447456281 41.783590140258376),GOLF DRIVING RANGE,OUTDOOR,-87.57774475,41.78359014,2755
1328,19,JACKSON (ANDREW),POINT (-87.58547029225885 41.778783565552985),GYMNASIUM,INDOOR,-87.58547029,41.77878357,2756
1329,19,JACKSON (ANDREW),POINT (-87.57891521121405 41.78140090236542),BASEBALL JR/SOFTBALL,OUTDOOR,-87.57891521,41.7814009,2757
1330,19,JACKSON (ANDREW),POINT (-87.58119069882702 41.780730941960115),BASEBALL JR/SOFTBALL,OUTDOOR,-87.5811907,41.78073094,2758
1331,19,JACKSON (ANDREW),POINT (-87.5857501871974 41.782070908922414),BASEBALL JR/SOFTBALL,OUTDOOR,-87.58575019,41.78207091,2759
1332,19,JACKSON (ANDREW),POINT (-87.57585548667308 41.773655063429224),PLAYGROUND,OUTDOOR,-87.57585549,41.77365506,2760
1333,19,JACKSON (ANDREW),POINT (-87.5859329982477 41.779209893070025),PLAYGROUND,OUTDOOR,-87.585933,41.77920989,2761
1334,19,JACKSON (ANDREW),POINT (-87.58540243701643 41.78282737415874),PLAYGROUND,OUTDOOR,-87.58540244,41.78282737,2762
1335,19,JACKSON (ANDREW),POINT (-87.58585391162366 41.79286945853321),PLAYGROUND,OUTDOOR,-87.58585391,41.79286946,2763
1336,19,JACKSON (ANDREW),POINT (-87.5850165864844 41.79301765868304),PLAYGROUND,OUTDOOR,-87.58501659,41.79301766,2764
1337,19,JACKSON (ANDREW),POINT (-87.58416492054077 41.77812996321639),BASEBALL SR,OUTDOOR,-87.58416492,41.77812996,2765
1338,19,JACKSON (ANDREW),POINT (-87.58576229211637 41.78102877858301),BASEBALL SR,OUTDOOR,-87.58576229,41.78102878,2766
1339,19,JACKSON (ANDREW),POINT (-87.58380476459774 41.779815397875794),TENNIS COURT,OUTDOOR,-87.58380476,41.7798154,2767
1340,19,JACKSON (ANDREW),POINT (-87.58364777890176 41.77976792063421),TENNIS COURT,OUTDOOR,-87.58364778,41.77976792,2768
1341,19,JACKSON (ANDREW),POINT (-87.58349565050673 41.77971332876523),TENNIS COURT,OUTDOOR,-87.58349565,41.77971333,2769
1342,19,JACKSON (ANDREW),POINT (-87.58367580834951 41.779410775195046),TENNIS COURT,OUTDOOR,-87.58367581,41.77941078,2770
1343,19,JACKSON (ANDREW),POINT (-87.58383262677445 41.779472544442825),TENNIS COURT,OUTDOOR,-87.58383263,41.77947255,2771
1344,19,JACKSON (ANDREW),POINT (-87.58398969509366 41.77951287495487),TENNIS COURT,OUTDOOR,-87.5839897,41.77951288,2772
1345,19,JACKSON (ANDREW),POINT (-87.58417927165881 41.7792211016411),TENNIS COURT,OUTDOOR,-87.58417927,41.7792211,2773
1346,19,JACKSON (ANDREW),POINT (-87.58402237031805 41.779166478440935),TENNIS COURT,OUTDOOR,-87.58402237,41.77916648,2774
1347,19,JACKSON (ANDREW),POINT (-87.58384645854737 41.779104584887584),TENNIS COURT,OUTDOOR,-87.58384646,41.77910459,2775
1348,19,JACKSON (ANDREW),POINT (-87.58536928279582 41.779518291809374),TENNIS COURT,OUTDOOR,-87.58536928,41.77951829,2776
1349,19,JACKSON (ANDREW),POINT (-87.58554112907592 41.77951941052006),TENNIS COURT,OUTDOOR,-87.58554113,41.77951941,2777
1350,19,JACKSON (ANDREW),POINT (-87.57929247755492 41.786416106191766),TENNIS COURT,OUTDOOR,-87.57929248,41.78641611,2778
1351,19,JACKSON (ANDREW),POINT (-87.57911089696509 41.786429207309894),TENNIS COURT,OUTDOOR,-87.5791109,41.78642921,2779
1352,19,JACKSON (ANDREW),POINT (-87.5789388649353 41.78644237084521),TENNIS COURT,OUTDOOR,-87.57893886,41.78644237,2780
1353,19,JACKSON (ANDREW),POINT (-87.57876201662256 41.78645907599147),TENNIS COURT,OUTDOOR,-87.57876202,41.78645908,2781
1354,19,JACKSON (ANDREW),POINT (-87.57871808880427 41.786133618393244),TENNIS COURT,OUTDOOR,-87.57871809,41.78613362,2782
1355,19,JACKSON (ANDREW),POINT (-87.57889493623169 41.786116913306365),TENNIS COURT,OUTDOOR,-87.57889494,41.78611691,2783
1356,19,JACKSON (ANDREW),POINT (-87.57907178357124 41.78610020794645),TENNIS COURT,OUTDOOR,-87.57907178,41.78610021,2784
1357,19,JACKSON (ANDREW),POINT (-87.57923895783833 41.786094158430274),TENNIS COURT,OUTDOOR,-87.57923896,41.78609416,2785
1358,19,JACKSON (ANDREW),POINT (-87.5785421598728 41.78647907089821),TENNIS COURT,OUTDOOR,-87.57854216,41.78647907,2786
1359,19,JACKSON (ANDREW),POINT (-87.57837016832528 41.7864886603434),TENNIS COURT,OUTDOOR,-87.57837017,41.78648866,2787
1360,19,JACKSON (ANDREW),POINT (-87.57850296553401 41.786157217824986),TENNIS COURT,OUTDOOR,-87.57850297,41.78615722,2788
1361,19,JACKSON (ANDREW),POINT (-87.57831669508899 41.78616313986567),TENNIS COURT,OUTDOOR,-87.5783167,41.78616314,2789
1362,19,JACKSON (ANDREW),POINT (-87.58507519783551 41.78424323282169),TRACK,OUTDOOR,-87.5850752,41.78424323,2790
1363,386,JACKSON (MAHALIA),POINT (-87.63895915462233 41.7422079549986),BASKETBALL COURT,OUTDOOR,-87.63895915,41.74220796,2791
1364,386,JACKSON (MAHALIA),POINT (-87.63916778466871 41.74209671720002),BASKETBALL COURT,OUTDOOR,-87.63916778,41.74209672,2792
1366,386,JACKSON (MAHALIA),POINT (-87.63989623488831 41.7428671797421),BASEBALL JR/SOFTBALL,OUTDOOR,-87.63989623,41.74286718,2794
1367,386,JACKSON (MAHALIA),POINT (-87.63942659552133 41.7423072067992),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6394266,41.74230721,2795
1368,386,JACKSON (MAHALIA),POINT (-87.63835523626234 41.742493587324375),TENNIS COURT,OUTDOOR,-87.63835524,41.74249359,2796
1369,386,JACKSON (MAHALIA),POINT (-87.63846760002173 41.74235498182565),TENNIS COURT,OUTDOOR,-87.6384676,41.74235498,2797
1370,1112,JACKSON (ROBERT),POINT (-87.62085621615006 41.8158942690753),PLAYGROUND PARK,OUTDOOR,-87.62085622,41.81589427,2798
1371,156,JACOB,POINT (-87.69832130063682 41.966621472740705),PLAYGROUND PARK,OUTDOOR,-87.6983213,41.96662147,2799
1372,1288,JACOLIK (FLORIAN S.),POINT (-87.66109742510108 41.84377774056621),PLAYGROUND PARK,OUTDOOR,-87.66109743,41.84377774,2800
1373,1257,GRIFFIN (MARION MAHONY) BEACH,POINT (-87.66262925497095 42.0158813026311),BEACH,OUTDOOR,-87.66262925,42.0158813,2801
1375,338,JEFFERSON (NANCY),POINT (-87.70448162342322 41.88605719362381),PLAYGROUND,OUTDOOR,-87.70448162,41.88605719,2803
1376,1113,JEFFERSON (THOMAS),POINT (-87.64222197618203 41.85898268698794),PLAYGROUND,OUTDOOR,-87.64222198,41.85898269,2804
1377,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76288904396351 41.968629358405366),GYMNASIUM,INDOOR,-87.76288904,41.96862936,2805
1378,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76363764074748 41.96832491454291),BASEBALL JR/SOFTBALL,OUTDOOR,-87.76363764,41.96832492,2806
1379,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76384542958131 41.96870707461643),POOL (OUTDOOR),OUTDOOR,-87.76384543,41.96870708,2807
1380,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76321543311968 41.9682707634099),PLAYGROUND,OUTDOOR,-87.76327348,41.96825433,2808
1381,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76328315336758 41.9683029011157),SPRAY FEATURE,OUTDOOR,-87.76328315,41.9683029,2809
1382,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76457321159232 41.96804585507039),BASEBALL SR,OUTDOOR,-87.76457321,41.96804586,2810
1383,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76290002999312 41.967934390359176),TENNIS COURT,OUTDOOR,-87.76290003,41.96793439,2811
1384,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76307271268554 41.967946711233765),TENNIS COURT,OUTDOOR,-87.76307271,41.96794671,2812
1385,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76323390272175 41.967956109030794),TENNIS COURT,OUTDOOR,-87.7632339,41.96795611,2813
1386,94,JEFFERSON (THOMAS) MEML.,POINT (-87.76339125298796 41.96796548663896),VOLLEYBALL,OUTDOOR,-87.76339125,41.96796549,2814
1387,82,JENSEN (CHRIST),POINT (-87.72123253720969 41.96577494018365),BASKETBALL COURT,OUTDOOR,-87.72123254,41.96577494,2815
1388,82,JENSEN (CHRIST),POINT (-87.7212224196585 41.96524649220777),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.72122242,41.96524649,2816
1389,82,JENSEN (CHRIST),POINT (-87.72094670407533 41.96544884910277),BASEBALL JR/SOFTBALL,OUTDOOR,-87.7209467,41.96544885,2817
1390,82,JENSEN (CHRIST),POINT (-87.72088432431946 41.96617171269868),PLAYGROUND,OUTDOOR,-87.72088432,41.96617171,2818
1391,82,JENSEN (CHRIST),POINT (-87.72091584751396 41.965927910658216),SPRAY FEATURE,OUTDOOR,-87.72091585,41.96592791,2819
1392,479,JONES (MARY RICHARDSON),POINT (-87.62895738370433 41.8662544205528),PLAYGROUND,OUTDOOR,-87.62895738,41.86625442,2820
1393,1270,JONQUIL,POINT (-87.65407203164379 41.928307025559526),BASEBALL JR/SOFTBALL,OUTDOOR,-87.65407203,41.92830703,2821
1394,1270,JONQUIL,POINT (-87.65505530928336 41.928345875151486),PLAYGROUND,OUTDOOR,-87.65505531,41.92834588,2822
1395,1270,JONQUIL,POINT (-87.65541365965282 41.92866475308424),TENNIS COURT,OUTDOOR,-87.65541366,41.92866475,2823
1396,1270,JONQUIL,POINT (-87.65523668989371 41.92866565099923),TENNIS COURT,OUTDOOR,-87.65523669,41.92866565,2824
1397,415,JUNCTION GROVE,POINT (-87.63431843659697 41.777776691599556),PLAYGROUND PARK,OUTDOOR,-87.63431844,41.77777669,2825
1398,392,JUNIPER,POINT (-87.66682381911133 41.948606490332686),PLAYGROUND PARK,OUTDOOR,-87.66682382,41.94860649,2826
1399,392,JUNIPER,POINT (-87.6669664967417 41.94865287074572),SPRAY FEATURE,OUTDOOR,-87.6669665,41.94865287,2827
1400,1039,KEDVALE,POINT (-87.72972193682651 41.906593872498824),ARTIFICIAL TURF FIELD,OUTDOOR,-87.72972194,41.90659387,2828
1401,1039,KEDVALE,POINT (-87.72999148134487 41.90662539367104),BASKETBALL COURT,OUTDOOR,-87.72999148,41.90662539,2829
1402,1039,KEDVALE,POINT (-87.73047665946726 41.90664495827196),PLAYGROUND,OUTDOOR,-87.73047666,41.90664496,2830
1403,1039,KEDVALE,POINT (-87.73056488456443 41.90676584255758),SPRAY FEATURE,OUTDOOR,-87.73056488,41.90676584,2831
1404,1114,KEELER (CYRUS),POINT (-87.72964590352154 41.8648219040079),PLAYGROUND PARK,OUTDOOR,-87.7296459,41.8648219,2832
1405,1040,KELLS (GEORGE),POINT (-87.70743238912638 41.894844849034705),BASEBALL JR/SOFTBALL,OUTDOOR,-87.70743239,41.89484485,2833
1406,1040,KELLS (GEORGE),POINT (-87.70753243935388 41.89531796546405),PLAYGROUND,OUTDOOR,-87.70753244,41.89531797,2834
1407,260,KELLY (EDWARD),POINT (-87.69370861742226 41.81798356246835),BASKETBALL COURT,OUTDOOR,-87.69370862,41.81798356,2835
1412,260,KELLY (EDWARD),POINT (-87.69317350541661 41.81819367215734),BASEBALL SR,OUTDOOR,-87.69317351,41.81819367,2840
1413,260,KELLY (EDWARD),POINT (-87.69305501140863 41.819200094153466),PLAYGROUND,OUTDOOR,-87.69305501,41.81920009,2841
1414,260,KELLY (EDWARD),POINT (-87.69408305608897 41.819004850790954),BASEBALL SR,OUTDOOR,-87.69408306,41.81900485,2842
1415,493,KELLY (JOHN),POINT (-87.65699816200987 41.95348296890666),PLAYGROUND,OUTDOOR,-87.65699816,41.95348297,2843
1416,126,KELVYN (WILLIAM),POINT (-87.73856135015066 41.92917309113321),BASKETBALL COURT,OUTDOOR,-87.73856135,41.92917309,2844
1417,126,KELVYN (WILLIAM),POINT (-87.73815546823698 41.92971011923942),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.73815547,41.92971012,2845
1418,126,KELVYN (WILLIAM),POINT (-87.73813639851254 41.92918334792614),FITNESS CENTER,INDOOR,-87.7381364,41.92918335,2846
1419,126,KELVYN (WILLIAM),POINT (-87.7385589064611 41.92943615361774),BASEBALL JR/SOFTBALL,OUTDOOR,-87.73855891,41.92943615,2847
1420,126,KELVYN (WILLIAM),POINT (-87.73776906050874 41.92997644328996),BASEBALL JR/SOFTBALL,OUTDOOR,-87.73776906,41.92997644,2848
1421,126,KELVYN (WILLIAM),POINT (-87.73773493355874 41.9291453643922),PLAYGROUND,OUTDOOR,-87.73773493,41.92914537,2849
1422,126,KELVYN (WILLIAM),POINT (-87.73720615091261 41.92936923004485),VOLLEYBALL (SAND),OUTDOOR,-87.73720615,41.92936923,2850
1423,126,KELVYN (WILLIAM),POINT (-87.73886835121428 41.930294705574944),ARTIFICIAL TURF FIELD,OUTDOOR,-87.73886835,41.93029471,2851
1424,126,KELVYN (WILLIAM),POINT (-87.73710886688075 41.93007720554909),SPRAY FEATURE,OUTDOOR,-87.73710887,41.93007721,2852
1425,126,KELVYN (WILLIAM),POINT (-87.73858577684634 41.93029845157486),TENNIS COURT,OUTDOOR,-87.73858578,41.93029845,2853
1426,126,KELVYN (WILLIAM),POINT (-87.73841833028547 41.93030018877793),TENNIS COURT,OUTDOOR,-87.73841833,41.93030019,2854
1427,1115,KENMORE,POINT (-87.65493655147927 41.93932061998375),PLAYGROUND PARK,OUTDOOR,-87.65493655,41.93932062,2855
1428,48,KENNEDY (DENNIS),POINT (-87.68357680096246 41.68680971896668),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.6835768,41.68680972,2856
1429,48,KENNEDY (DENNIS),POINT (-87.68549414465677 41.68764164676965),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68549414,41.68764165,2857
1430,48,KENNEDY (DENNIS),POINT (-87.68470660240264 41.68773844960452),BASEBALL JR/SOFTBALL,OUTDOOR,-87.6847066,41.68773845,2858
1431,48,KENNEDY (DENNIS),POINT (-87.68404535442255 41.68712724499567),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68404535,41.68712725,2859
1432,48,KENNEDY (DENNIS),POINT (-87.68286136369957 41.68714437267831),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68286136,41.68714437,2860
1433,48,KENNEDY (DENNIS),POINT (-87.68475673351938 41.68670245992218),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68475673,41.68670246,2861
1434,48,KENNEDY (DENNIS),POINT (-87.68204631352083 41.68711031448866),POOL (OUTDOOR),OUTDOOR,-87.68204631,41.68711032,2862
1435,48,KENNEDY (DENNIS),POINT (-87.68221507948803 41.687687077164234),PLAYGROUND,OUTDOOR,-87.68221508,41.68768708,2863
1436,48,KENNEDY (DENNIS),POINT (-87.68237664917838 41.687004689800496),VOLLEYBALL (SAND),OUTDOOR,-87.68237665,41.68700469,2864
1437,48,KENNEDY (DENNIS),POINT (-87.68546188966917 41.686897016218374),BASEBALL SR,OUTDOOR,-87.68546189,41.68689702,2865
1438,48,KENNEDY (DENNIS),POINT (-87.68183530555962 41.68668402703755),SPORT ROLLER COURT,OUTDOOR,-87.68183531,41.68668403,2866
1439,48,KENNEDY (DENNIS),POINT (-87.681365058284 41.686617757158636),TENNIS COURT,OUTDOOR,-87.68136506,41.68661776,2867
1440,48,KENNEDY (DENNIS),POINT (-87.68154784383499 41.68661283799348),TENNIS COURT,OUTDOOR,-87.68154784,41.68661284,2868
1441,48,KENNEDY (DENNIS),POINT (-87.68182342556825 41.68657897637699),SPORT ROLLER COURT,OUTDOOR,-87.68182343,41.68657898,2869
1442,485,KENNICOTT (JONATHAN),POINT (-87.59737155271733 41.81363933357471),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.59737155,41.81363933,2870
1443,485,KENNICOTT (JONATHAN),POINT (-87.5972589017177 41.8140760260533),FITNESS CENTER,INDOOR,-87.5972589,41.81407603,2871
1444,485,KENNICOTT (JONATHAN),POINT (-87.59790031050223 41.81410066330972),PLAYGROUND,OUTDOOR,-87.59790031,41.81410066,2872
1445,1041,KENSINGTON,POINT (-87.61580323271716 41.67999498733502),BASKETBALL COURT,OUTDOOR,-87.61580323,41.67999499,2873
